Name,small,large,circular,mini_hoop,total_rack,", NY, NY","Small, circular"
180 IRVING AV,0,0,1,0,1,"180 IRVING AV, NY, NY",
180 LIVINGSTON ST,4,0,7,0,11,"180 LIVINGSTON ST, NY, NY",
180 MONTAGUE ST,2,0,0,0,2,"180 MONTAGUE ST, NY, NY",
180 PARKSIDE AV,0,0,2,0,2,"180 PARKSIDE AV, NY, NY",
180 REMSEN ST,0,4,0,0,4,"180 REMSEN ST, NY, NY",
180 RIVERSIDE DR,0,0,3,0,3,"180 RIVERSIDE DR, NY, NY",
180 UNDERHILL AV,2,0,0,0,2,"180 UNDERHILL AV, NY, NY",
180 UNION AV,0,0,4,0,4,"180 UNION AV, NY, NY",
180 VARICK ST,1,0,0,0,1,"180 VARICK ST, NY, NY",
180 W 81 ST,1,0,0,0,1,"180 W 81 ST, NY, NY",
180 WATER ST,4,0,0,0,4,"180 WATER ST, NY, NY",
180 WYCKOFF AV,0,0,1,0,1,"180 WYCKOFF AV, NY, NY",
1800 CONEY ISLAND AV,1,0,0,0,1,"1800 CONEY ISLAND AV, NY, NY",
1800 UNIVERSITY AV,0,0,3,0,3,"1800 UNIVERSITY AV, NY, NY",
18005 HILLSIDE AV,0,0,1,0,1,"18005 HILLSIDE AV, NY, NY",
1801 86 ST,0,0,4,0,4,"1801 86 ST, NY, NY",
1801 PITKIN AV,0,0,2,0,2,"1801 PITKIN AV, NY, NY",
1801 UNIVERSITY AV,0,0,1,0,1,"1801 UNIVERSITY AV, NY, NY",
1803 BROADWAY,0,0,1,0,1,"1803 BROADWAY, NY, NY",
1805 PITKIN AV,0,0,1,0,1,"1805 PITKIN AV, NY, NY",
1806 MC DONALD AV,0,1,0,0,1,"1806 MC DONALD AV, NY, NY",
1808 WEIRFIELD ST,0,0,1,0,1,"1808 WEIRFIELD ST, NY, NY",
181 34 ST,0,0,2,0,2,"181 34 ST, NY, NY",
181 5 AV,1,0,0,0,1,"181 5 AV, NY, NY",
181 7 AV,0,0,0,2,2,"181 7 AV, NY, NY",
181 ATLANTIC AV,1,0,0,0,1,"181 ATLANTIC AV, NY, NY",
181 COLUMBUS AV,1,0,0,0,1,"181 COLUMBUS AV, NY, NY",
181 E 93 ST,1,0,0,0,1,"181 E 93 ST, NY, NY",
181 FRANKLIN ST,1,0,0,0,1,"181 FRANKLIN ST, NY, NY",
181 GRAHAM AV,1,0,0,0,1,"181 GRAHAM AV, NY, NY",
181 MESEROLE AV,1,0,0,0,1,"181 MESEROLE AV, NY, NY",
1811 PITKIN AV,0,0,1,0,1,"1811 PITKIN AV, NY, NY",
1812 CONEY ISLAND AV,0,0,1,0,1,"1812 CONEY ISLAND AV, NY, NY",
1812 HYLAN BL,1,0,0,0,1,"1812 HYLAN BL, NY, NY",
1815 PARK AV,0,0,1,0,1,"1815 PARK AV, NY, NY",
1818 WEBSTER AV,1,0,0,0,1,"1818 WEBSTER AV, NY, NY",
182 2 AV,1,0,0,0,1,"182 2 AV, NY, NY",
182 4 AV,1,0,0,0,1,"182 4 AV, NY, NY",
182 9 AV,2,0,0,0,2,"182 9 AV, NY, NY",
182 E 7 ST,1,0,0,0,1,"182 E 7 ST, NY, NY",
182 FLATBUSH AV,2,0,0,0,2,"182 FLATBUSH AV, NY, NY",
182 NORMAN AV,0,0,1,0,1,"182 NORMAN AV, NY, NY",
182 PLYMOUTH ST,1,0,0,0,1,"182 PLYMOUTH ST, NY, NY",
182 UNDERHILL AV,2,0,0,0,2,"182 UNDERHILL AV, NY, NY",
182 WILLIS AV,1,0,0,0,1,"182 WILLIS AV, NY, NY",
1821 PITKIN AV,0,0,1,0,1,"1821 PITKIN AV, NY, NY",
1826 ARTHUR AV,2,0,0,0,2,"1826 ARTHUR AV, NY, NY",
1829 PARK PL,1,0,0,0,1,"1829 PARK PL, NY, NY",
1829 SOUTHERN BL,0,1,0,0,1,"1829 SOUTHERN BL, NY, NY",
183 6 AV,2,0,0,0,2,"183 6 AV, NY, NY",
183 7 AV,0,0,0,2,2,"183 7 AV, NY, NY",
183 ATLANTIC AV,1,0,0,0,1,"183 ATLANTIC AV, NY, NY",
183 AV U,1,0,0,0,1,"183 AV U, NY, NY",
183 GRAHAM AV,1,0,0,0,1,"183 GRAHAM AV, NY, NY",
183 NASSAU AV,0,0,2,0,2,"183 NASSAU AV, NY, NY",
183 STARR ST,0,0,2,0,2,"183 STARR ST, NY, NY",
183 STATE ST,1,0,0,0,1,"183 STATE ST, NY, NY",
183 STERLING PL,1,0,0,0,1,"183 STERLING PL, NY, NY",
183 UTICA AV,1,0,0,0,1,"183 UTICA AV, NY, NY",
183 W 231 ST,0,0,1,0,1,"183 W 231 ST, NY, NY",
183 WYCKOFF AV,0,0,1,0,1,"183 WYCKOFF AV, NY, NY",
1833 HYLAN BL,1,0,0,0,1,"1833 HYLAN BL, NY, NY",
1834 PARK PL,0,1,0,0,1,"1834 PARK PL, NY, NY",
1836 BELL BL,0,0,2,0,2,"1836 BELL BL, NY, NY",
1839 CONEY ISLAND AV,0,0,2,0,2,"1839 CONEY ISLAND AV, NY, NY",
184 1 AV,2,0,0,0,2,"184 1 AV, NY, NY",
184 16 ST,0,1,0,0,1,"184 16 ST, NY, NY",
184 AV A,1,0,0,0,1,"184 AV A, NY, NY",
184 BLEECKER ST,1,0,0,0,1,"184 BLEECKER ST, NY, NY",
184 FORSYTH ST,1,0,0,0,1,"184 FORSYTH ST, NY, NY",
184 FRANKLIN ST,2,0,0,0,2,"184 FRANKLIN ST, NY, NY",
184 GRAND ST,0,0,1,0,1,"184 GRAND ST, NY, NY",
184 S 2 ST,0,0,1,0,1,"184 S 2 ST, NY, NY",
184 THOMPSON ST,0,1,0,0,1,"184 THOMPSON ST, NY, NY",
184 W 231 ST,2,0,0,0,2,"184 W 231 ST, NY, NY",
1840 CONEY ISLAND AV,0,0,1,0,1,"1840 CONEY ISLAND AV, NY, NY",
1841 BROADWAY,1,0,0,0,1,"1841 BROADWAY, NY, NY",
1842 CONEY ISLAND AV,0,0,1,0,1,"1842 CONEY ISLAND AV, NY, NY",
1843 BROADWAY,0,1,0,0,1,"1843 BROADWAY, NY, NY",
185 1 AV,1,0,0,0,1,"185 1 AV, NY, NY",
185 5 AV,1,0,0,0,1,"185 5 AV, NY, NY",
185 6 AV,2,0,0,0,2,"185 6 AV, NY, NY",
185 9 AV,2,0,0,0,2,"185 9 AV, NY, NY",
185 AV C,1,0,0,0,1,"185 AV C, NY, NY",
185 BEDFORD AV,2,0,0,0,2,"185 BEDFORD AV, NY, NY",
185 CLINTON AV,0,0,2,0,2,"185 CLINTON AV, NY, NY",
185 COURT ST,1,0,0,0,1,"185 COURT ST, NY, NY",
185 DE KALB AV,1,0,0,0,1,"185 DE KALB AV, NY, NY",
185 GRAND ST,1,0,0,0,1,"185 GRAND ST, NY, NY",
185 HENRY ST,1,0,0,0,1,"185 HENRY ST, NY, NY",
185 KINGS HY,1,0,0,0,1,"185 KINGS HY, NY, NY",
185 MONTAGUE ST,1,0,0,0,1,"185 MONTAGUE ST, NY, NY",
185 NASSAU AV,0,0,2,0,2,"185 NASSAU AV, NY, NY",
185 STARR ST,0,0,1,0,1,"185 STARR ST, NY, NY",
185 VARICK ST,0,1,0,0,1,"185 VARICK ST, NY, NY",
185 W 231 ST,2,0,0,0,2,"185 W 231 ST, NY, NY",
1854 VICTORY BL,2,0,0,0,2,"1854 VICTORY BL, NY, NY",
1855 BROADWAY,3,0,0,0,3,"1855 BROADWAY, NY, NY",
1858 E 14 ST,0,0,2,0,2,"1858 E 14 ST, NY, NY",
186 2 AV,0,1,0,0,1,"186 2 AV, NY, NY",
186 5 AV,1,0,0,0,1,"186 5 AV, NY, NY",
186 BEACH 116 ST,1,0,0,0,1,"186 BEACH 116 ST, NY, NY",
186 BROADWAY,0,0,1,0,1,"186 BROADWAY, NY, NY",
186 BROOKLYN AV,10,0,0,0,10,"186 BROOKLYN AV, NY, NY",
186 DE KALB AV,0,2,0,0,2,"186 DE KALB AV, NY, NY",
186 ORCHARD ST,1,0,0,0,1,"186 ORCHARD ST, NY, NY",
186 SCHOLES ST,0,0,1,0,1,"186 SCHOLES ST, NY, NY",
186 SPRING ST,3,0,0,0,3,"186 SPRING ST, NY, NY",
186 UNDERHILL AV,1,0,0,0,1,"186 UNDERHILL AV, NY, NY",
18616 UNION TPKE,1,0,0,0,1,"18616 UNION TPKE, NY, NY",
187 2 AV,0,1,0,0,1,"187 2 AV, NY, NY",
187 5 AV,1,0,0,0,1,"187 5 AV, NY, NY",
187 6 AV,2,0,0,0,2,"187 6 AV, NY, NY",
187 ATLANTIC AV,0,2,0,0,2,"187 ATLANTIC AV, NY, NY",
187 BEDFORD AV,1,0,0,0,1,"187 BEDFORD AV, NY, NY",
187 COURT ST,2,0,0,0,2,"187 COURT ST, NY, NY",
187 E 4 ST,1,0,0,0,1,"187 E 4 ST, NY, NY",
187 E HOUSTON ST,1,0,0,0,1,"187 E HOUSTON ST, NY, NY",
187 FRANKLIN ST,1,0,0,0,1,"187 FRANKLIN ST, NY, NY",
187 IRVING AV,0,0,1,0,1,"187 IRVING AV, NY, NY",
187 LAFAYETTE ST,1,0,0,0,1,"187 LAFAYETTE ST, NY, NY",
187 MONTROSE AV,0,0,1,0,1,"187 MONTROSE AV, NY, NY",
187 ORCHARD ST,1,0,0,0,1,"187 ORCHARD ST, NY, NY",
187 UTICA AV,1,0,0,0,1,"187 UTICA AV, NY, NY",
18716 UNION TP,1,0,0,0,1,"18716 UNION TP, NY, NY",
1873 2 AV,0,1,0,0,1,"1873 2 AV, NY, NY",
1875 NOSTRAND AV,0,0,2,0,2,"1875 NOSTRAND AV, NY, NY",
1877 CONEY ISLAND AV,0,0,1,0,1,"1877 CONEY ISLAND AV, NY, NY",
1878 LEXINGTON AV,1,0,0,0,1,"1878 LEXINGTON AV, NY, NY",
188 1 AV,1,0,0,0,1,"188 1 AV, NY, NY",
188 8 AV,1,0,0,0,1,"188 8 AV, NY, NY",
188 9 AV,3,0,0,0,3,"188 9 AV, NY, NY",
188 COLUMBUS AV,1,0,0,2,3,"188 COLUMBUS AV, NY, NY",
188 DUFFIELD ST,0,0,2,0,2,"188 DUFFIELD ST, NY, NY",
188 GRAND ST,0,0,1,0,1,"188 GRAND ST, NY, NY",
188 LAFAYETTE ST,1,0,0,0,1,"188 LAFAYETTE ST, NY, NY",
188 MONTAGUE ST,0,4,0,0,4,"188 MONTAGUE ST, NY, NY",
188 PROSPECT PK W,3,0,0,0,3,"188 PROSPECT PK W, NY, NY",
188 UTICA AV,1,0,0,0,1,"188 UTICA AV, NY, NY",
188 WADSWORTH AV,1,0,0,0,1,"188 WADSWORTH AV, NY, NY",
1880 86 ST,0,0,1,0,1,"1880 86 ST, NY, NY",
1880 HYLAN BLVD,1,0,0,0,1,"1880 HYLAN BLVD, NY, NY",
18806 JAMAICA AV,1,0,0,0,1,"18806 JAMAICA AV, NY, NY",
1885 WESTCHESTER AV,2,2,0,0,4,"1885 WESTCHESTER AV, NY, NY",
1886 BROADWAY,0,2,2,0,4,"1886 BROADWAY, NY, NY",
1887 50 ST,0,0,1,0,1,"1887 50 ST, NY, NY",
1888 HYLAN BL,1,0,0,0,1,"1888 HYLAN BL, NY, NY",
1889 CONEY ISLAND AV,0,0,1,0,1,"1889 CONEY ISLAND AV, NY, NY",
189 2 AV,0,1,0,0,1,"189 2 AV, NY, NY",
189 ALLEN ST,5,0,0,0,5,"189 ALLEN ST, NY, NY",
189 ATLANTIC AV,1,0,0,0,1,"189 ATLANTIC AV, NY, NY",
189 BLEECKER ST,1,0,0,0,1,"189 BLEECKER ST, NY, NY",
189 BRIDGE ST,0,0,2,0,2,"189 BRIDGE ST, NY, NY",
189 COLUMBUS AV,0,0,0,2,2,"189 COLUMBUS AV, NY, NY",
189 E 167 ST,1,0,0,0,1,"189 E 167 ST, NY, NY",
189 FRANKLIN ST,1,0,0,0,1,"189 FRANKLIN ST, NY, NY",
189 GRAND ST,1,0,0,0,1,"189 GRAND ST, NY, NY",
189 SMITH ST,1,0,0,0,1,"189 SMITH ST, NY, NY",
189 UTICA AV,1,0,0,0,1,"189 UTICA AV, NY, NY",
1890 FLATBUSH AV,1,0,0,0,1,"1890 FLATBUSH AV, NY, NY",
1892 E 14 ST,0,0,2,0,2,"1892 E 14 ST, NY, NY",
1893 ANDREW AV S,0,0,1,0,1,"1893 ANDREW AV S, NY, NY",
1899 UNIVERSITY AV,0,0,1,0,1,"1899 UNIVERSITY AV, NY, NY",
19 BOWERY,0,1,0,0,1,"19 BOWERY, NY, NY",
19 CLINTON ST,1,0,0,0,1,"19 CLINTON ST, NY, NY",
19 DIVISION ST,1,1,0,0,2,"19 DIVISION ST, NY, NY",
19 E 103 ST,0,1,0,0,1,"19 E 103 ST, NY, NY",
19 E 48 ST,1,0,0,0,1,"19 E 48 ST, NY, NY",
19 E 64 ST,0,0,0,1,1,"19 E 64 ST, NY, NY",
19 GREENPOINT AV,0,0,2,0,2,"19 GREENPOINT AV, NY, NY",
19 HILLEL PL,0,0,3,0,3,"19 HILLEL PL, NY, NY",
19 HUDSON ST,1,0,0,0,1,"19 HUDSON ST, NY, NY",
19 HUMBOLDT ST,0,0,1,0,1,"19 HUMBOLDT ST, NY, NY",
19 KNOLLS CR,0,0,0,1,1,"19 KNOLLS CR, NY, NY",
19 PARK PL,1,0,0,0,1,"19 PARK PL, NY, NY",
19 UNION SQ W,1,2,0,0,3,"19 UNION SQ W, NY, NY",
19 W 183 ST,0,0,1,0,1,"19 W 183 ST, NY, NY",
19 W 4 ST,1,0,0,0,1,"19 W 4 ST, NY, NY",
190 2 AV,1,0,0,0,1,"190 2 AV, NY, NY",
190 AMSTERDAM AV,1,0,0,0,1,"190 AMSTERDAM AV, NY, NY",
190 BAY ST,1,0,0,0,1,"190 BAY ST, NY, NY",
190 BEDFORD AV,1,0,0,0,1,"190 BEDFORD AV, NY, NY",
190 COLUMBIA ST,1,0,0,0,1,"190 COLUMBIA ST, NY, NY",
190 FORSYTH ST,1,0,0,0,1,"190 FORSYTH ST, NY, NY",
190 GRAHAM AV,1,0,0,0,1,"190 GRAHAM AV, NY, NY",
190 N 10 ST,2,0,0,0,2,"190 N 10 ST, NY, NY",
190 ORCHARD ST,1,0,0,0,1,"190 ORCHARD ST, NY, NY",
190 PRINCE ST,2,0,0,0,2,"190 PRINCE ST, NY, NY",
190 SULLIVAN ST,1,0,0,0,1,"190 SULLIVAN ST, NY, NY",
190 UNDERHILL AV,1,0,0,0,1,"190 UNDERHILL AV, NY, NY",
190 UNION AV,1,0,0,0,1,"190 UNION AV, NY, NY",
190 W 44 ST,2,1,0,0,3,"190 W 44 ST, NY, NY",
1900 BROADWAY,0,3,0,0,3,"1900 BROADWAY, NY, NY",
19007 LINDEN BL,1,0,0,0,1,"19007 LINDEN BL, NY, NY",
1901 86 ST,0,0,4,0,4,"1901 86 ST, NY, NY",
1901 SOUTHERN BL,1,0,0,0,1,"1901 SOUTHERN BL, NY, NY",
1904 AV N,7,0,0,0,7,"1904 AV N, NY, NY",
1904 CONEY ISLAND AV,0,0,1,0,1,"1904 CONEY ISLAND AV, NY, NY",
1904 SURF AV,4,6,0,0,10,"1904 SURF AV, NY, NY",
1906 CONEY ISLAND AV,0,0,1,0,1,"1906 CONEY ISLAND AV, NY, NY",
191 6 AV,2,0,0,0,2,"191 6 AV, NY, NY",
191 ATLANTIC AV,1,0,0,0,1,"191 ATLANTIC AV, NY, NY",
191 AV A,1,0,0,0,1,"191 AV A, NY, NY",
191 BEACH 90 ST,2,0,0,0,2,"191 BEACH 90 ST, NY, NY",
191 BEDFORD AV,1,1,0,0,2,"191 BEDFORD AV, NY, NY",
191 BOND ST,0,0,1,0,1,"191 BOND ST, NY, NY",
191 CLINTON ST,3,0,0,0,3,"191 CLINTON ST, NY, NY",
191 N 5 ST,0,0,1,0,1,"191 N 5 ST, NY, NY",
191 PARKSIDE AV,0,0,2,0,2,"191 PARKSIDE AV, NY, NY",
191 W BURNSIDE AV,0,0,1,0,1,"191 W BURNSIDE AV, NY, NY",
1910 86 ST,0,0,2,0,2,"1910 86 ST, NY, NY",
1910 MONTEREY AV,0,0,3,0,3,"1910 MONTEREY AV, NY, NY",
1915 3 AV,2,0,0,0,2,"1915 3 AV, NY, NY",
192 AV U,1,0,0,0,1,"192 AV U, NY, NY",
192 EAST BROADWAY,1,1,0,0,2,"192 EAST BROADWAY, NY, NY",
192 FLATBUSH AV,3,0,0,0,3,"192 FLATBUSH AV, NY, NY",
192 GRAHAM AV,0,0,1,0,1,"192 GRAHAM AV, NY, NY",
192 SMITH ST,1,0,0,0,1,"192 SMITH ST, NY, NY",
192 SPRING ST,3,0,0,0,3,"192 SPRING ST, NY, NY",
192 UNION ST,1,0,0,0,1,"192 UNION ST, NY, NY",
192 WYCKOFF AV,0,0,1,0,1,"192 WYCKOFF AV, NY, NY",
1920 86 ST,0,0,2,0,2,"1920 86 ST, NY, NY",
1920 CONEY ISLAND AV,0,0,1,0,1,"1920 CONEY ISLAND AV, NY, NY",
1921 86 ST,3,0,6,0,9,"1921 86 ST, NY, NY",
1922 CONEY ISLAND AV,0,0,1,0,1,"1922 CONEY ISLAND AV, NY, NY",
1927 UNIVERSITY AV,0,0,1,0,1,"1927 UNIVERSITY AV, NY, NY",
193 2 AV,1,0,0,0,1,"193 2 AV, NY, NY",
193 6 AV,2,0,0,0,2,"193 6 AV, NY, NY",
193 ATLANTIC AV,0,1,0,0,1,"193 ATLANTIC AV, NY, NY",
193 CLINTON AV,0,0,4,0,4,"193 CLINTON AV, NY, NY",
193 COLUMBUS AV,1,0,0,2,3,"193 COLUMBUS AV, NY, NY",
193 COURT ST,2,0,0,0,2,"193 COURT ST, NY, NY",
193 E 7 ST,1,0,0,0,1,"193 E 7 ST, NY, NY",
193 FT WASHINGTON AV,1,0,0,0,1,"193 FT WASHINGTON AV, NY, NY",
193 HIMROD ST,0,0,1,0,1,"193 HIMROD ST, NY, NY",
193 JORALEMON ST,2,0,0,0,2,"193 JORALEMON ST, NY, NY",
193 MESEROLE AV,5,0,0,0,5,"193 MESEROLE AV, NY, NY",
193 PRINCE ST,1,0,0,0,1,"193 PRINCE ST, NY, NY",
193 SMITH ST,1,0,0,0,1,"193 SMITH ST, NY, NY",
193 SPRING ST,2,0,0,0,2,"193 SPRING ST, NY, NY",
19320 HORACE HARDING EXP,0,1,0,0,1,"19320 HORACE HARDING EXP, NY, NY",
1936 86 ST,0,0,4,0,4,"1936 86 ST, NY, NY",
1938 RALPH AV,0,1,0,0,1,"1938 RALPH AV, NY, NY",
194 5 AV,1,0,0,0,1,"194 5 AV, NY, NY",
194 BAY ST,1,0,0,0,1,"194 BAY ST, NY, NY",
194 BEACH 116 ST,1,0,0,0,1,"194 BEACH 116 ST, NY, NY",
194 BEDFORD AV,2,0,0,0,2,"194 BEDFORD AV, NY, NY",
194 COLUMBIA ST,1,0,0,0,1,"194 COLUMBIA ST, NY, NY",
194 E 2 ST,2,0,0,0,2,"194 E 2 ST, NY, NY",
194 GRAHAM AV,1,0,0,0,1,"194 GRAHAM AV, NY, NY",
194 JORALEMON ST,0,0,1,0,1,"194 JORALEMON ST, NY, NY",
194 KINGSLAND AV,1,0,0,0,1,"194 KINGSLAND AV, NY, NY",
194 LENOX AV,0,1,0,0,1,"194 LENOX AV, NY, NY",
194 N 9 ST,0,1,0,0,1,"194 N 9 ST, NY, NY",
194 SMITH ST,1,0,0,0,1,"194 SMITH ST, NY, NY",
194 UNDERHILL AV,2,0,0,0,2,"194 UNDERHILL AV, NY, NY",
194 UNION AV,1,0,0,0,1,"194 UNION AV, NY, NY",
194 WILSON AV,0,0,1,0,1,"194 WILSON AV, NY, NY",
1940 AMSTERDAM AV,1,0,0,0,1,"1940 AMSTERDAM AV, NY, NY",
1941 BERGEN ST,0,0,1,0,1,"1941 BERGEN ST, NY, NY",
1941 BROADWAY,0,0,2,0,2,"1941 BROADWAY, NY, NY",
1944 1 AV,0,0,1,0,1,"1944 1 AV, NY, NY",
1945 BROADWAY,3,0,0,0,3,"1945 BROADWAY, NY, NY",
1945 UNIVERSITY AV,0,0,1,0,1,"1945 UNIVERSITY AV, NY, NY",
1948 1 AV,0,0,1,0,1,"1948 1 AV, NY, NY",
195 5 AV,1,0,0,0,1,"195 5 AV, NY, NY",
195 6 AV,2,0,0,0,2,"195 6 AV, NY, NY",
195 9 AV,2,0,0,0,2,"195 9 AV, NY, NY",
195 AV A,1,0,0,0,1,"195 AV A, NY, NY",
195 BEDFORD AV,0,1,0,0,1,"195 BEDFORD AV, NY, NY",
195 BROADWAY,0,0,2,0,2,"195 BROADWAY, NY, NY",
195 COURT ST,1,0,0,0,1,"195 COURT ST, NY, NY",
195 E 7 ST,1,0,0,0,1,"195 E 7 ST, NY, NY",
195 E HOUSTON ST,1,0,0,0,1,"195 E HOUSTON ST, NY, NY",
195 FRANKLIN ST,1,0,0,0,1,"195 FRANKLIN ST, NY, NY",
195 GRAHAM AV,0,0,1,0,1,"195 GRAHAM AV, NY, NY",
195 GRAND ST,1,0,0,0,1,"195 GRAND ST, NY, NY",
195 GREENWOOD AV,0,0,1,0,1,"195 GREENWOOD AV, NY, NY",
195 HUDSON ST,0,1,0,0,1,"195 HUDSON ST, NY, NY",
195 MORGAN AV,0,0,2,0,2,"195 MORGAN AV, NY, NY",
195 SMITH ST,1,0,0,0,1,"195 SMITH ST, NY, NY",
195 SPRING ST,1,0,0,0,1,"195 SPRING ST, NY, NY",
195 ST MARK'S AV,0,0,1,0,1,"195 ST MARK'S AV, NY, NY",
195 WORTH ST,1,0,0,0,1,"195 WORTH ST, NY, NY",
1951 1 AV,0,0,1,0,1,"1951 1 AV, NY, NY",
1952 86 ST,0,0,2,0,2,"1952 86 ST, NY, NY",
1955 1 AV,0,0,1,0,1,"1955 1 AV, NY, NY",
1955 86 ST,0,0,2,0,2,"1955 86 ST, NY, NY",
1955 UNIVERSITY AV,0,0,1,0,1,"1955 UNIVERSITY AV, NY, NY",
1959 UNIVERSITY AV,0,0,1,0,1,"1959 UNIVERSITY AV, NY, NY",
196 1 AV,1,0,0,0,1,"196 1 AV, NY, NY",
196 2 AV,1,0,0,0,1,"196 2 AV, NY, NY",
196 7 AV,1,0,0,0,1,"196 7 AV, NY, NY",
196 ALBANY AV,2,0,0,0,2,"196 ALBANY AV, NY, NY",
196 BEDFORD AV,1,0,0,0,1,"196 BEDFORD AV, NY, NY",
196 CLINTON AV,2,0,0,0,2,"196 CLINTON AV, NY, NY",
196 E 18 ST,1,0,0,0,1,"196 E 18 ST, NY, NY",
196 GRAHAM AV,1,0,0,0,1,"196 GRAHAM AV, NY, NY",
196 KINGSLAND AV,1,0,0,0,1,"196 KINGSLAND AV, NY, NY",
196 SMITH ST,1,0,0,0,1,"196 SMITH ST, NY, NY",
196 WEST BROADWAY,1,0,0,0,1,"196 WEST BROADWAY, NY, NY",
1961 86 ST,0,0,2,0,2,"1961 86 ST, NY, NY",
1964 86 ST,0,0,2,0,2,"1964 86 ST, NY, NY",
1964 GRAND CONC,0,0,1,0,1,"1964 GRAND CONC, NY, NY",
1965 UNIVERSITY AV,0,0,1,0,1,"1965 UNIVERSITY AV, NY, NY",
1965 WEBSTER AV,0,0,1,0,1,"1965 WEBSTER AV, NY, NY",
1968 1 AV,0,0,2,0,2,"1968 1 AV, NY, NY",
1968 86 ST,0,0,2,0,2,"1968 86 ST, NY, NY",
197 10 AV,1,0,0,0,1,"197 10 AV, NY, NY",
197 3 AV,2,0,0,0,2,"197 3 AV, NY, NY",
197 7 AV,0,0,0,2,2,"197 7 AV, NY, NY",
197 9 AV,2,0,0,0,2,"197 9 AV, NY, NY",
197 ATLANTIC AV,1,0,0,0,1,"197 ATLANTIC AV, NY, NY",
197 BEDFORD AV,1,0,0,0,1,"197 BEDFORD AV, NY, NY",
197 BERRY ST,3,0,0,0,3,"197 BERRY ST, NY, NY",
197 DE KALB AV,0,1,0,0,1,"197 DE KALB AV, NY, NY",
197 EAST BROADWAY,1,2,0,0,3,"197 EAST BROADWAY, NY, NY",
197 WORTH ST,1,0,0,0,1,"197 WORTH ST, NY, NY",
197 WYCKOFF AV,0,0,1,0,1,"197 WYCKOFF AV, NY, NY",
1973 SOUTHERN BL,1,0,0,0,1,"1973 SOUTHERN BL, NY, NY",
1974 86 ST,0,0,2,0,2,"1974 86 ST, NY, NY",
1976 1 AV,0,0,1,0,1,"1976 1 AV, NY, NY",
1977 86 ST,0,0,2,0,2,"1977 86 ST, NY, NY",
198 1 AV,1,0,0,0,1,"198 1 AV, NY, NY",
198 GRAHAM AV,0,0,1,0,1,"198 GRAHAM AV, NY, NY",
198 S 4 ST,3,0,0,0,3,"198 S 4 ST, NY, NY",
198 UNDERHILL AV,2,0,0,0,2,"198 UNDERHILL AV, NY, NY",
198 UNION AV,1,0,0,0,1,"198 UNION AV, NY, NY",
1980 86 ST,0,0,2,0,2,"1980 86 ST, NY, NY",
199 ATLANTIC AV,1,0,0,0,1,"199 ATLANTIC AV, NY, NY",
199 AV B,0,0,8,0,8,"199 AV B, NY, NY",
199 BEDFORD AV,1,0,0,0,1,"199 BEDFORD AV, NY, NY",
199 BLEECKER ST,1,0,0,0,1,"199 BLEECKER ST, NY, NY",
199 BOWERY,1,0,0,0,1,"199 BOWERY, NY, NY",
199 CHAMBERS ST,9,13,0,0,22,"199 CHAMBERS ST, NY, NY",
199 COURT ST,1,0,0,0,1,"199 COURT ST, NY, NY",
199 DEAN ST,0,0,2,0,2,"199 DEAN ST, NY, NY",
199 E 51 ST,0,0,1,0,1,"199 E 51 ST, NY, NY",
199 GRAND ST,1,5,1,0,7,"199 GRAND ST, NY, NY",
199 LAFAYETTE ST,1,2,0,0,3,"199 LAFAYETTE ST, NY, NY",
199 LINCOLN AV,0,0,1,0,1,"199 LINCOLN AV, NY, NY",
199 PACIFIC ST,1,0,0,0,1,"199 PACIFIC ST, NY, NY",
199 UTICA AV,1,0,0,0,1,"199 UTICA AV, NY, NY",
19911 HOLLIS AV,3,0,0,0,3,"19911 HOLLIS AV, NY, NY",
19914 HOLLIS AV,1,0,0,0,1,"19914 HOLLIS AV, NY, NY",
19923 HOLLIS AV,1,0,0,0,1,"19923 HOLLIS AV, NY, NY",
1995 BROADWAY,1,0,0,0,1,"1995 BROADWAY, NY, NY",
1998 BROADWAY,2,0,0,0,2,"1998 BROADWAY, NY, NY",
1999 UNIVERSITY AV,0,0,1,0,1,"1999 UNIVERSITY AV, NY, NY",
2 3 ST,2,0,0,0,2,"2 3 ST, NY, NY",
2 4 PL,0,0,1,0,1,"2 4 PL, NY, NY",
2 ASTOR PL,1,0,0,0,1,"2 ASTOR PL, NY, NY",
2 BAY 31 ST,0,0,5,0,5,"2 BAY 31 ST, NY, NY",
2 BELMONT AV,0,0,1,0,1,"2 BELMONT AV, NY, NY",
2 BLEECKER ST,2,0,0,0,2,"2 BLEECKER ST, NY, NY",
2 BROADWAY,0,0,2,0,2,"2 BROADWAY, NY, NY",
2 CADMAN PLZ W,1,0,0,0,1,"2 CADMAN PLZ W, NY, NY",
2 CHARLTON ST,3,0,0,0,3,"2 CHARLTON ST, NY, NY",
2 COLUMBUS AV,2,0,0,0,2,"2 COLUMBUS AV, NY, NY",
2 E 39 ST,0,0,2,0,2,"2 E 39 ST, NY, NY",
2 E 91 ST,6,0,2,0,8,"2 E 91 ST, NY, NY",
2 GRATTAN ST,0,0,3,0,3,"2 GRATTAN ST, NY, NY",
2 HARRISON PL,0,0,1,0,1,"2 HARRISON PL, NY, NY",
2 HAVEMEYER ST,0,0,1,0,1,"2 HAVEMEYER ST, NY, NY",
2 HOPE ST,1,0,0,0,1,"2 HOPE ST, NY, NY",
