Name,small,large,circular,mini_hoop,total_rack,", NY, NY","Small, circular"
653 LENOX AV,1,0,0,0,1,"653 LENOX AV, NY, NY",
653 LIBERTY AV,0,0,1,0,1,"653 LIBERTY AV, NY, NY",
653 METROPOLITAN AV,0,0,1,0,1,"653 METROPOLITAN AV, NY, NY",
654 5 AV,0,0,1,0,1,"654 5 AV, NY, NY",
654 AMSTERDAM AV,0,2,0,0,2,"654 AMSTERDAM AV, NY, NY",
654 MANHATTAN AV,1,0,0,0,1,"654 MANHATTAN AV, NY, NY",
6541 164 ST,1,0,0,0,1,"6541 164 ST, NY, NY",
655 5 AV,0,0,1,0,1,"655 5 AV, NY, NY",
655 AV OF THE AMERICAS,1,0,0,0,1,"655 AV OF THE AMERICAS, NY, NY",
655 BLAKE AV,0,0,1,0,1,"655 BLAKE AV, NY, NY",
655 VANDERBILT AV,1,0,0,0,1,"655 VANDERBILT AV, NY, NY",
656 PROSPECT AV,1,0,0,0,1,"656 PROSPECT AV, NY, NY",
657 AMSTERDAM AV,0,0,0,2,2,"657 AMSTERDAM AV, NY, NY",
657 FAIRVIEW AV,0,0,1,0,1,"657 FAIRVIEW AV, NY, NY",
657 GRAHAM AV,0,2,0,0,2,"657 GRAHAM AV, NY, NY",
657 LENOX AV,1,0,0,0,1,"657 LENOX AV, NY, NY",
657 MEEKER AV,0,0,1,0,1,"657 MEEKER AV, NY, NY",
658 MANHATTAN AV,1,0,0,0,1,"658 MANHATTAN AV, NY, NY",
658 NOSTRAND AV,1,0,0,0,1,"658 NOSTRAND AV, NY, NY",
659 BROADWAY,2,0,0,0,2,"659 BROADWAY, NY, NY",
659 MANHATTAN AV,1,0,0,0,1,"659 MANHATTAN AV, NY, NY",
659 WASHINGTON AV,1,0,0,0,1,"659 WASHINGTON AV, NY, NY",
66 5 AV,2,2,0,0,4,"66 5 AV, NY, NY",
66 6 AV,0,1,0,0,1,"66 6 AV, NY, NY",
66 7 AV,1,0,0,0,1,"66 7 AV, NY, NY",
66 9 AV,2,0,0,0,2,"66 9 AV, NY, NY",
66 AV A,2,0,0,0,2,"66 AV A, NY, NY",
66 AV C,1,0,0,0,1,"66 AV C, NY, NY",
66 ESSEX ST,0,1,0,0,1,"66 ESSEX ST, NY, NY",
66 KINGSTON AV,0,0,1,0,1,"66 KINGSTON AV, NY, NY",
66 MANHATTAN AV,1,0,0,0,1,"66 MANHATTAN AV, NY, NY",
66 MULBERRY ST,1,0,0,0,1,"66 MULBERRY ST, NY, NY",
66 N 6 ST,1,0,0,0,1,"66 N 6 ST, NY, NY",
66 ST NICHOLAS PL,1,0,0,0,1,"66 ST NICHOLAS PL, NY, NY",
66 W 12 ST,4,0,0,0,4,"66 W 12 ST, NY, NY",
66 W 66 ST,1,0,0,0,1,"66 W 66 ST, NY, NY",
66 W 84 ST,1,0,0,0,1,"66 W 84 ST, NY, NY",
66 WATER ST,0,2,0,0,2,"66 WATER ST, NY, NY",
66 WYCKOFF AV,0,0,1,0,1,"66 WYCKOFF AV, NY, NY",
660 5 AV,0,0,1,0,1,"660 5 AV, NY, NY",
660 AMSTERDAM AV,0,0,0,1,1,"660 AMSTERDAM AV, NY, NY",
660 FULTON ST,1,0,0,0,1,"660 FULTON ST, NY, NY",
6600 8 AV,0,0,2,0,2,"6600 8 AV, NY, NY",
6601 7 AV,0,0,2,0,2,"6601 7 AV, NY, NY",
661 5 AV,0,0,1,0,1,"661 5 AV, NY, NY",
661 BLAKE AV,0,0,1,0,1,"661 BLAKE AV, NY, NY",
661 VANDERBILT AV,1,0,0,0,1,"661 VANDERBILT AV, NY, NY",
661 WASHINGTON AV,1,0,0,0,1,"661 WASHINGTON AV, NY, NY",
663 FRANKLIN AV,1,0,0,0,1,"663 FRANKLIN AV, NY, NY",
663 MELROSE AV,1,0,0,0,1,"663 MELROSE AV, NY, NY",
663 NOSTRAND AV,1,0,0,0,1,"663 NOSTRAND AV, NY, NY",
664 AMSTERDAM AV,0,0,0,1,1,"664 AMSTERDAM AV, NY, NY",
664 FLUSHING AV,0,0,1,0,1,"664 FLUSHING AV, NY, NY",
664 WASHINGTON AV,1,0,0,0,1,"664 WASHINGTON AV, NY, NY",
6647 FRESH POND RD,2,0,0,0,2,"6647 FRESH POND RD, NY, NY",
665 9 AV,1,0,0,0,1,"665 9 AV, NY, NY",
665 CLASSON AV,6,0,0,0,6,"665 CLASSON AV, NY, NY",
665 KNICKERBOCKER AV,0,0,1,0,1,"665 KNICKERBOCKER AV, NY, NY",
665 NEW LOTS AV,0,0,2,0,2,"665 NEW LOTS AV, NY, NY",
665 VANDERBILT AV,1,0,0,0,1,"665 VANDERBILT AV, NY, NY",
6651 FRESH POND RD,1,0,0,0,1,"6651 FRESH POND RD, NY, NY",
666 AMSTERDAM AV,0,0,0,1,1,"666 AMSTERDAM AV, NY, NY",
666 BROADWAY,1,0,0,0,1,"666 BROADWAY, NY, NY",
666 BROADWAY,0,0,1,0,1,"666 BROADWAY, NY, NY",
666 DUMONT ST,0,0,1,0,1,"666 DUMONT ST, NY, NY",
666 GREENWICH ST,2,0,0,0,2,"666 GREENWICH ST, NY, NY",
666 HUDSON ST,1,0,0,0,1,"666 HUDSON ST, NY, NY",
667 CLASSON AV,2,0,0,0,2,"667 CLASSON AV, NY, NY",
667 VANDERBILT AV,1,0,0,0,1,"667 VANDERBILT AV, NY, NY",
6677 FRESH POND RD,2,0,0,0,2,"6677 FRESH POND RD, NY, NY",
669 5 AV,0,0,1,0,1,"669 5 AV, NY, NY",
669 LENOX AV,2,0,0,0,2,"669 LENOX AV, NY, NY",
669 NOSTRAND AV,1,0,0,0,1,"669 NOSTRAND AV, NY, NY",
67 4 AV,1,0,0,0,1,"67 4 AV, NY, NY",
67 5 AV,1,0,0,0,1,"67 5 AV, NY, NY",
67 ATLANTIC AV,1,0,1,0,2,"67 ATLANTIC AV, NY, NY",
67 BROAD ST,1,0,0,0,1,"67 BROAD ST, NY, NY",
67 E 3 ST,1,0,0,0,1,"67 E 3 ST, NY, NY",
67 E 7 ST,1,0,0,0,1,"67 E 7 ST, NY, NY",
67 FRONT ST,1,0,0,0,1,"67 FRONT ST, NY, NY",
67 GRAHAM AV,1,0,0,0,1,"67 GRAHAM AV, NY, NY",
67 HANSON PL,0,1,0,0,1,"67 HANSON PL, NY, NY",
67 HUDSON AV,0,0,1,0,1,"67 HUDSON AV, NY, NY",
67 IRVING AV,0,0,1,0,1,"67 IRVING AV, NY, NY",
67 LAFAYETTE AV,2,0,0,0,2,"67 LAFAYETTE AV, NY, NY",
67 LENOX AV,4,0,0,0,4,"67 LENOX AV, NY, NY",
67 MURRAY ST,1,0,0,0,1,"67 MURRAY ST, NY, NY",
67 UNIVERSITY PL,0,3,0,0,3,"67 UNIVERSITY PL, NY, NY",
67 UTICA AV,1,0,0,0,1,"67 UTICA AV, NY, NY",
67 W 14 ST,2,0,0,0,2,"67 W 14 ST, NY, NY",
67 W 67 ST,2,0,0,0,2,"67 W 67 ST, NY, NY",
67 W HOUSTON ST,1,0,0,0,1,"67 W HOUSTON ST, NY, NY",
671 7 AV,1,0,0,0,1,"671 7 AV, NY, NY",
671 BUSHWICK AV,0,0,1,0,1,"671 BUSHWICK AV, NY, NY",
671 NOSTRAND AV,1,0,0,0,1,"671 NOSTRAND AV, NY, NY",
671 TARGEE ST,1,0,0,0,1,"671 TARGEE ST, NY, NY",
671 UNION ST,1,0,0,0,1,"671 UNION ST, NY, NY",
6711 FRESH POND RD,2,0,0,0,2,"6711 FRESH POND RD, NY, NY",
6712 65 PL,4,0,0,0,4,"6712 65 PL, NY, NY",
672 NOSTRAND AV,1,0,0,0,1,"672 NOSTRAND AV, NY, NY",
672 ST NICHOLAS AV,2,0,0,0,2,"672 ST NICHOLAS AV, NY, NY",
673 5 AV,0,0,1,0,1,"673 5 AV, NY, NY",
673 BUSHWICK AV,0,0,1,0,1,"673 BUSHWICK AV, NY, NY",
673 MILLER AV,0,0,1,0,1,"673 MILLER AV, NY, NY",
6734 4 AV,2,0,0,0,2,"6734 4 AV, NY, NY",
674 5 AV,0,0,1,0,1,"674 5 AV, NY, NY",
674 HUDSON ST,1,0,0,0,1,"674 HUDSON ST, NY, NY",
675 DRIGGS AV,0,0,1,0,1,"675 DRIGGS AV, NY, NY",
675 HUDSON ST,1,0,0,0,1,"675 HUDSON ST, NY, NY",
675 STANLEY AV,0,0,2,0,2,"675 STANLEY AV, NY, NY",
675 WASHINGTON AV,1,0,0,0,1,"675 WASHINGTON AV, NY, NY",
675 WATER ST,2,2,0,0,4,"675 WATER ST, NY, NY",
676 HUDSON ST,1,0,0,0,1,"676 HUDSON ST, NY, NY",
677 AMSTERDAM AV,0,0,0,1,1,"677 AMSTERDAM AV, NY, NY",
677 LEXINGTON AV,1,0,0,0,1,"677 LEXINGTON AV, NY, NY",
677 LORIMER ST,0,0,1,0,1,"677 LORIMER ST, NY, NY",
677 WASHINGTON AV,1,0,0,0,1,"677 WASHINGTON AV, NY, NY",
678 5 AV,0,0,1,0,1,"678 5 AV, NY, NY",
678 AV OF THE AMERICAS,2,0,0,0,2,"678 AV OF THE AMERICAS, NY, NY",
678 BROADWAY,0,0,2,0,2,"678 BROADWAY, NY, NY",
678 FULTON ST,1,0,0,0,1,"678 FULTON ST, NY, NY",
679 MANHATTAN AV,1,0,0,0,1,"679 MANHATTAN AV, NY, NY",
679 VANDERBILT AV,1,0,0,0,1,"679 VANDERBILT AV, NY, NY",
679 WASHINGTON AV,0,0,1,0,1,"679 WASHINGTON AV, NY, NY",
68 5 AV,2,0,1,0,3,"68 5 AV, NY, NY",
68 AV C,1,0,0,0,1,"68 AV C, NY, NY",
68 BERGEN ST,2,2,0,0,4,"68 BERGEN ST, NY, NY",
68 BRADHURST AV,2,1,0,0,3,"68 BRADHURST AV, NY, NY",
68 DEAN ST,1,0,0,0,1,"68 DEAN ST, NY, NY",
68 GANSEVOORT ST,1,0,0,0,1,"68 GANSEVOORT ST, NY, NY",
68 KING ST,0,0,2,0,2,"68 KING ST, NY, NY",
68 KING ST,0,0,2,0,2,"68 KING ST, NY, NY",
68 N 3 ST,0,0,1,0,1,"68 N 3 ST, NY, NY",
68 W 3 ST,1,0,0,0,1,"68 W 3 ST, NY, NY",
68 W 68 ST,1,0,0,0,1,"68 W 68 ST, NY, NY",
680 6 AV,1,0,0,0,1,"680 6 AV, NY, NY",
680 8 AV,0,0,1,0,1,"680 8 AV, NY, NY",
680 AMSTERDAM AV,1,0,0,0,1,"680 AMSTERDAM AV, NY, NY",
680 BROADWAY,1,0,0,0,1,"680 BROADWAY, NY, NY",
680 FRANKLIN AV,1,0,0,0,1,"680 FRANKLIN AV, NY, NY",
680 LEXINGTON AV,1,0,0,0,1,"680 LEXINGTON AV, NY, NY",
681 9 AV,0,0,1,0,1,"681 9 AV, NY, NY",
681 LEXINGTON AV,1,0,0,0,1,"681 LEXINGTON AV, NY, NY",
681 MANHATTAN AV,1,0,0,0,1,"681 MANHATTAN AV, NY, NY",
681 PARK AV,4,0,0,0,4,"681 PARK AV, NY, NY",
681 VANDERBILT AV,1,0,0,0,1,"681 VANDERBILT AV, NY, NY",
6816 4 AV,0,0,1,0,1,"6816 4 AV, NY, NY",
6818 65 PL,2,0,0,0,2,"6818 65 PL, NY, NY",
682 10 AV,0,0,1,0,1,"682 10 AV, NY, NY",
6821 4 AV,0,0,1,0,1,"6821 4 AV, NY, NY",
683 5 AV,0,0,1,0,1,"683 5 AV, NY, NY",
683 60 ST,0,0,1,0,1,"683 60 ST, NY, NY",
684 5 AV,0,0,1,0,1,"684 5 AV, NY, NY",
684 BROADWAY,1,0,0,0,1,"684 BROADWAY, NY, NY",
684 CENTRAL AV,0,0,1,0,1,"684 CENTRAL AV, NY, NY",
684 FRANKLIN AV,1,0,0,0,1,"684 FRANKLIN AV, NY, NY",
684 HEGEMAN AV,0,0,2,0,2,"684 HEGEMAN AV, NY, NY",
685 BROADWAY,1,0,0,0,1,"685 BROADWAY, NY, NY",
685 FRANKLIN AV,1,0,0,0,1,"685 FRANKLIN AV, NY, NY",
685 KNICKERBOCKER AV,0,0,1,0,1,"685 KNICKERBOCKER AV, NY, NY",
6852 FRESH POND RD,2,0,0,0,2,"6852 FRESH POND RD, NY, NY",
686 FULTON ST,1,0,0,0,1,"686 FULTON ST, NY, NY",
686 KNICKERBOCKER AV,0,0,1,0,1,"686 KNICKERBOCKER AV, NY, NY",
686 METROPOLITAN AV,0,0,1,0,1,"686 METROPOLITAN AV, NY, NY",
687 9 AV,3,0,0,0,3,"687 9 AV, NY, NY",
687 AMSTERDAM AV,0,0,0,1,1,"687 AMSTERDAM AV, NY, NY",
687 KNICKERBOCKER AV,0,0,1,0,1,"687 KNICKERBOCKER AV, NY, NY",
689 10 AV,1,0,0,0,1,"689 10 AV, NY, NY",
689 5 AV,0,0,1,0,1,"689 5 AV, NY, NY",
689 9 AV,1,0,0,0,1,"689 9 AV, NY, NY",
689 BROADWAY,1,0,0,0,1,"689 BROADWAY, NY, NY",
689 COLUMBUS AV,1,0,0,0,1,"689 COLUMBUS AV, NY, NY",
689 LENOX AV,2,0,0,0,2,"689 LENOX AV, NY, NY",
689 MYRTLE AV,0,0,3,0,3,"689 MYRTLE AV, NY, NY",
689 NOSTRAND AV,1,0,0,0,1,"689 NOSTRAND AV, NY, NY",
689 WASHINGTON AV,1,0,1,0,2,"689 WASHINGTON AV, NY, NY",
69 2 AV,1,0,0,0,1,"69 2 AV, NY, NY",
69 5 AV,1,0,0,0,1,"69 5 AV, NY, NY",
69 5 AV,2,0,0,0,2,"69 5 AV, NY, NY",
69 AV C,1,0,0,0,1,"69 AV C, NY, NY",
69 BERRY ST,0,0,2,0,2,"69 BERRY ST, NY, NY",
69 LAFAYETTE AV,0,1,0,0,1,"69 LAFAYETTE AV, NY, NY",
69 MORTON ST,1,0,0,0,1,"69 MORTON ST, NY, NY",
69 ORCHARD ST,1,0,0,0,1,"69 ORCHARD ST, NY, NY",
69 PRESIDENT ST,1,0,0,0,1,"69 PRESIDENT ST, NY, NY",
69 ROGERS AV,1,0,0,0,1,"69 ROGERS AV, NY, NY",
69 W 225 ST,2,0,0,0,2,"69 W 225 ST, NY, NY",
69 W HOUSTON ST,1,0,0,0,1,"69 W HOUSTON ST, NY, NY",
69 WARREN ST,1,0,0,0,1,"69 WARREN ST, NY, NY",
690 AMSTERDAM AV,0,0,0,2,2,"690 AMSTERDAM AV, NY, NY",
690 EVERGREEN AV,0,0,1,0,1,"690 EVERGREEN AV, NY, NY",
690 HEGEMAN AV,0,0,1,0,1,"690 HEGEMAN AV, NY, NY",
690 WASHINGTON AV,1,0,0,0,1,"690 WASHINGTON AV, NY, NY",
6902 64 ST,0,1,0,0,1,"6902 64 ST, NY, NY",
691 10 AV,1,0,0,0,1,"691 10 AV, NY, NY",
691 5 AV,0,0,1,0,1,"691 5 AV, NY, NY",
691 FULTON ST,4,0,0,0,4,"691 FULTON ST, NY, NY",
691 KNICKERBOCKER AV,0,0,1,0,1,"691 KNICKERBOCKER AV, NY, NY",
691 WASHINGTON AV,1,0,0,0,1,"691 WASHINGTON AV, NY, NY",
692 BROADWAY,1,0,0,0,1,"692 BROADWAY, NY, NY",
692 KNICKERBOCKER AV,0,0,1,0,1,"692 KNICKERBOCKER AV, NY, NY",
692 THOMAS S BOYLAND ST,0,0,4,0,4,"692 THOMAS S BOYLAND ST, NY, NY",
693 10 AV,0,1,0,0,1,"693 10 AV, NY, NY",
693 9 AV,1,0,0,0,1,"693 9 AV, NY, NY",
693 BROADWAY,1,0,0,0,1,"693 BROADWAY, NY, NY",
693 COLUMBUS AV,0,0,0,1,1,"693 COLUMBUS AV, NY, NY",
693 FLUSHING AV,0,0,1,0,1,"693 FLUSHING AV, NY, NY",
693 LENOX AV,2,1,0,0,3,"693 LENOX AV, NY, NY",
693 MOTHER GASTON BL,0,0,1,0,1,"693 MOTHER GASTON BL, NY, NY",
6933 AUSTIN ST,0,1,0,0,1,"6933 AUSTIN ST, NY, NY",
695 AMSTERDAM AV,0,0,0,1,1,"695 AMSTERDAM AV, NY, NY",
6960 HYLAN BL,1,0,0,0,1,"6960 HYLAN BL, NY, NY",
697 10 AV,0,1,0,0,1,"697 10 AV, NY, NY",
697 FULTON ST,1,0,0,0,1,"697 FULTON ST, NY, NY",
697 WEST END AV,2,0,0,0,2,"697 WEST END AV, NY, NY",
6970 GRAND AV,0,1,0,0,1,"6970 GRAND AV, NY, NY",
698 5 AV,0,0,1,0,1,"698 5 AV, NY, NY",
698 AMSTERDAM AV,0,0,0,1,1,"698 AMSTERDAM AV, NY, NY",
698 MANHATTAN AV,1,0,0,0,1,"698 MANHATTAN AV, NY, NY",
698 WASHINGTON AV,1,0,0,0,1,"698 WASHINGTON AV, NY, NY",
7 2 AV,1,0,1,0,2,"7 2 AV, NY, NY",
7 9 ST,0,1,0,0,1,"7 9 ST, NY, NY",
7 AV A,1,0,0,0,1,"7 AV A, NY, NY",
7 DIVISION ST,0,1,0,0,1,"7 DIVISION ST, NY, NY",
7 E 14 ST,6,0,0,0,6,"7 E 14 ST, NY, NY",
7 E 7 ST,0,3,0,0,3,"7 E 7 ST, NY, NY",
7 FLATBUSH AV,0,1,0,0,1,"7 FLATBUSH AV, NY, NY",
7 FRANKLIN ST,0,0,1,0,1,"7 FRANKLIN ST, NY, NY",
7 KNOLLS CR,0,0,0,1,1,"7 KNOLLS CR, NY, NY",
7 MADISON ST,1,0,0,0,1,"7 MADISON ST, NY, NY",
7 ST NICHOLAS AV,0,1,0,0,1,"7 ST NICHOLAS AV, NY, NY",
7 STATE ST,10,0,0,0,10,"7 STATE ST, NY, NY",
7 STATE ST,0,0,10,0,10,"7 STATE ST, NY, NY",
7 W 104 ST,2,0,0,0,2,"7 W 104 ST, NY, NY",
7 W 14 ST,2,0,0,0,2,"7 W 14 ST, NY, NY",
7 W 51 ST,2,0,0,0,2,"7 W 51 ST, NY, NY",
7 W 57 ST,1,0,0,0,1,"7 W 57 ST, NY, NY",
7 W BURNSIDE AV,0,0,1,0,1,"7 W BURNSIDE AV, NY, NY",
7 WOLCOTT ST,2,0,0,0,2,"7 WOLCOTT ST, NY, NY",
70 5 AV,1,0,0,0,1,"70 5 AV, NY, NY",
70 5 AV,0,2,0,0,2,"70 5 AV, NY, NY",
70 7 AV S,1,0,0,0,1,"70 7 AV S, NY, NY",
70 BAY ST,4,1,0,0,5,"70 BAY ST, NY, NY",
70 BAY ST,0,0,1,0,1,"70 BAY ST, NY, NY",
70 BROAD ST,0,0,1,0,1,"70 BROAD ST, NY, NY",
70 CARMINE ST,1,0,0,0,1,"70 CARMINE ST, NY, NY",
70 CLARK ST,1,0,0,0,1,"70 CLARK ST, NY, NY",
70 E 12 ST,0,1,0,0,1,"70 E 12 ST, NY, NY",
70 GRAHAM AV,1,0,0,0,1,"70 GRAHAM AV, NY, NY",
70 MORTON ST,1,0,0,0,1,"70 MORTON ST, NY, NY",
70 MURRAY ST,0,0,1,0,1,"70 MURRAY ST, NY, NY",
70 N 6 ST,2,1,0,0,3,"70 N 6 ST, NY, NY",
70 N 7 ST,2,0,0,0,2,"70 N 7 ST, NY, NY",
70 ORCHARD ST,1,0,0,0,1,"70 ORCHARD ST, NY, NY",
70 PRESIDENT ST,1,0,0,0,1,"70 PRESIDENT ST, NY, NY",
70 PRINCE ST,1,0,0,0,1,"70 PRINCE ST, NY, NY",
70 W 36 ST,5,0,0,0,5,"70 W 36 ST, NY, NY",
70 W 71 ST,1,1,0,2,4,"70 W 71 ST, NY, NY",
700 COLUMBUS AV,2,0,0,4,6,"700 COLUMBUS AV, NY, NY",
700 EVERGREEN AV,0,0,1,0,1,"700 EVERGREEN AV, NY, NY",
700 PACIFIC ST,0,0,3,0,3,"700 PACIFIC ST, NY, NY",
701 8 AV,1,0,0,0,1,"701 8 AV, NY, NY",
701 BROADWAY,1,0,0,0,1,"701 BROADWAY, NY, NY",
701 W 135 ST,1,0,0,0,1,"701 W 135 ST, NY, NY",
7013 GRAND AV,1,0,0,0,1,"7013 GRAND AV, NY, NY",
702 FULTON ST,1,0,0,0,1,"702 FULTON ST, NY, NY",
702 GREENWICH ST,2,0,0,0,2,"702 GREENWICH ST, NY, NY",
702 UNION ST,0,2,0,0,2,"702 UNION ST, NY, NY",
703 LENOX AV,0,1,0,0,1,"703 LENOX AV, NY, NY",
703 SOUTHERN BLVD,1,0,0,0,1,"703 SOUTHERN BLVD, NY, NY",
7031 108 ST,1,0,0,0,1,"7031 108 ST, NY, NY",
704 5 AV,0,0,1,0,1,"704 5 AV, NY, NY",
704 BROADWAY,2,0,0,0,2,"704 BROADWAY, NY, NY",
704 WASHINGTON AV,1,0,0,0,1,"704 WASHINGTON AV, NY, NY",
705 BRADFORD ST,0,0,1,0,1,"705 BRADFORD ST, NY, NY",
705 NOSTRAND AV,1,0,0,0,1,"705 NOSTRAND AV, NY, NY",
706 4 AV,0,0,2,0,2,"706 4 AV, NY, NY",
706 AMSTERDAM AV,1,0,0,1,2,"706 AMSTERDAM AV, NY, NY",
706 UNION ST,2,0,0,0,2,"706 UNION ST, NY, NY",
707 6 AV,1,0,0,0,1,"707 6 AV, NY, NY",
707 FULTON ST,1,0,0,0,1,"707 FULTON ST, NY, NY",
707 LENOX AV,2,0,0,0,2,"707 LENOX AV, NY, NY",
7072 MORRIS AV,0,0,1,0,1,"7072 MORRIS AV, NY, NY",
708 5 AV,0,0,1,0,1,"708 5 AV, NY, NY",
708 E 6 ST,1,0,0,0,1,"708 E 6 ST, NY, NY",
708 SACKETT ST,1,0,0,0,1,"708 SACKETT ST, NY, NY",
709 6 AV,2,0,0,0,2,"709 6 AV, NY, NY",
709 8 AV,1,0,0,0,1,"709 8 AV, NY, NY",
709 BROADWAY,1,0,0,0,1,"709 BROADWAY, NY, NY",
709 KNICKERBOCKER AV,0,0,1,0,1,"709 KNICKERBOCKER AV, NY, NY",
709 LORIMER ST,2,0,0,0,2,"709 LORIMER ST, NY, NY",
7099 NEW UTRECHT AV,0,1,0,0,1,"7099 NEW UTRECHT AV, NY, NY",
71 4 AV,1,0,0,0,1,"71 4 AV, NY, NY",
71 5 AV,2,0,3,0,5,"71 5 AV, NY, NY",
71 7 AV,0,0,0,2,2,"71 7 AV, NY, NY",
71 CEDAR GROVE AV,5,0,0,0,5,"71 CEDAR GROVE AV, NY, NY",
71 CLINTON ST,1,0,0,0,1,"71 CLINTON ST, NY, NY",
71 DEAN ST,1,0,0,0,1,"71 DEAN ST, NY, NY",
71 E 94 ST,0,0,11,0,11,"71 E 94 ST, NY, NY",
71 HAMILTON AV,0,1,0,0,1,"71 HAMILTON AV, NY, NY",
71 HUDSON ST,1,0,0,0,1,"71 HUDSON ST, NY, NY",
71 LAFAYETTE AV,0,0,1,0,1,"71 LAFAYETTE AV, NY, NY",
71 ST MARK'S PL,1,0,0,0,1,"71 ST MARK'S PL, NY, NY",
71 SUMMIT ST,1,0,0,0,1,"71 SUMMIT ST, NY, NY",
71 THOMPSON ST,1,0,0,0,1,"71 THOMPSON ST, NY, NY",
71 UNIVERSITY PL,1,0,0,0,1,"71 UNIVERSITY PL, NY, NY",
71 W 23 ST,1,1,0,0,2,"71 W 23 ST, NY, NY",
71 WYCKOFF AV,1,0,0,0,1,"71 WYCKOFF AV, NY, NY",
71 WYCKOFF ST,1,0,0,0,1,"71 WYCKOFF ST, NY, NY",
710 4 AV,0,0,1,0,1,"710 4 AV, NY, NY",
710 AMSTERDAM AV,1,0,0,0,1,"710 AMSTERDAM AV, NY, NY",
710 BROADWAY,1,0,0,0,1,"710 BROADWAY, NY, NY",
710 FRANKLIN AV,0,0,1,0,1,"710 FRANKLIN AV, NY, NY",
710 FULTON ST,1,1,0,0,2,"710 FULTON ST, NY, NY",
710 GEORGIA AV,0,0,1,0,1,"710 GEORGIA AV, NY, NY",
710 NOSTRAND AV,1,0,0,0,1,"710 NOSTRAND AV, NY, NY",
710 WASHINGTON AV,1,0,0,0,1,"710 WASHINGTON AV, NY, NY",
711 2 AV,0,1,0,0,1,"711 2 AV, NY, NY",
711 3 AV,1,0,0,0,1,"711 3 AV, NY, NY",
711 AMSTERDAM AV,0,0,0,3,3,"711 AMSTERDAM AV, NY, NY",
711 KNICKERBOCKER AV,0,0,1,0,1,"711 KNICKERBOCKER AV, NY, NY",
711 MANHATTAN AV,1,0,0,0,1,"711 MANHATTAN AV, NY, NY",
7114 AUSTIN ST,1,1,3,0,5,"7114 AUSTIN ST, NY, NY",
7118 3 AV,1,0,0,0,1,"7118 3 AV, NY, NY",
712 7 AV,1,0,0,0,1,"712 7 AV, NY, NY",
712 CARROLL ST,0,0,2,0,2,"712 CARROLL ST, NY, NY",
712 E 6 ST,1,0,0,0,1,"712 E 6 ST, NY, NY",
712 WASHINGTON AV,1,0,0,0,1,"712 WASHINGTON AV, NY, NY",
7120 ROOSEVELT AV,1,0,0,0,1,"7120 ROOSEVELT AV, NY, NY",
7128 5 AV,1,0,0,0,1,"7128 5 AV, NY, NY",
713 4 AV,0,0,1,0,1,"713 4 AV, NY, NY",
713 CLASSON AV,0,0,2,0,2,"713 CLASSON AV, NY, NY",
713 DECATUR ST,0,0,1,0,1,"713 DECATUR ST, NY, NY",
713 KNICKERBOCKER AV,0,0,1,0,1,"713 KNICKERBOCKER AV, NY, NY",
7134 ROOSEVELT AV,2,0,0,0,2,"7134 ROOSEVELT AV, NY, NY",
714 AMSTERDAM AV,1,0,0,1,2,"714 AMSTERDAM AV, NY, NY",
714 BROADWAY,1,0,0,0,1,"714 BROADWAY, NY, NY",
714 KNICKERBOCKER AV,0,0,1,0,1,"714 KNICKERBOCKER AV, NY, NY",
714 W 181 ST,0,0,0,1,1,"714 W 181 ST, NY, NY",
715 4 AV,0,0,1,0,1,"715 4 AV, NY, NY",
715 DUMONT ST,0,0,1,0,1,"715 DUMONT ST, NY, NY",
715 FLATBUSH AV,0,0,1,0,1,"715 FLATBUSH AV, NY, NY",
715 LORIMER ST,1,0,0,0,1,"715 LORIMER ST, NY, NY",
715 PROSPECT PL,0,0,1,0,1,"715 PROSPECT PL, NY, NY",
715 RIVERDALE AV,0,0,1,0,1,"715 RIVERDALE AV, NY, NY",
715 THOMAS S BOYLAND ST,0,0,2,0,2,"715 THOMAS S BOYLAND ST, NY, NY",
716 CLASSON AV,1,0,0,0,1,"716 CLASSON AV, NY, NY",
717 FLUSHING AV,1,0,0,0,1,"717 FLUSHING AV, NY, NY",
717 FRANKLIN AV,1,0,0,0,1,"717 FRANKLIN AV, NY, NY",
717 PROSPECT PL,0,0,1,0,1,"717 PROSPECT PL, NY, NY",
717 WASHINGTON ST,1,0,0,0,1,"717 WASHINGTON ST, NY, NY",
718 BROADWAY,1,0,0,0,1,"718 BROADWAY, NY, NY",
718 FRANKLIN AV,2,0,0,0,2,"718 FRANKLIN AV, NY, NY",
718 PENNSLYVANIA AV,0,0,1,0,1,"718 PENNSLYVANIA AV, NY, NY",
718 WASHINGTON AV,1,0,0,0,1,"718 WASHINGTON AV, NY, NY",
719 4 AV,0,0,1,0,1,"719 4 AV, NY, NY",
719 FRANKLIN AV,1,0,0,0,1,"719 FRANKLIN AV, NY, NY",
719 FULTON ST,1,0,0,0,1,"719 FULTON ST, NY, NY",
72 5 AV,1,0,0,0,1,"72 5 AV, NY, NY",
72 5 AV,2,1,0,0,3,"72 5 AV, NY, NY",
72 7 AV,1,0,0,0,1,"72 7 AV, NY, NY",
72 BARROW ST,1,0,0,0,1,"72 BARROW ST, NY, NY",
72 BUTLER ST,0,1,0,0,1,"72 BUTLER ST, NY, NY",
72 FRONT ST,0,0,1,0,1,"72 FRONT ST, NY, NY",
72 HUDSON AV,0,0,1,0,1,"72 HUDSON AV, NY, NY",
